3.200000000000000000e+01,6.300000000000000000e+01,9.800000000000000000e+01,7.300000000000000000e+01,1.040000000000000000e+02,4.600000000000000000e+01,6.000000000000000000e+01,1.022397248934063363e+01,5.992318961571211133e+00,8.102352794554419368e-01
4.000000000000000000e+00,6.700000000000000000e+01,1.300000000000000000e+02,6.900000000000000000e+01,1.330000000000000000e+02,4.000000000000000000e+00,6.000000000000000000e+00,2.828427124746190291e+00,1.732050807568877193e+00,7.905694150420948807e-01
6.000000000000000000e+00,8.300000000000000000e+01,9.000000000000000000e+01,8.700000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+00,1.200000000000000000e+01,4.849661197520207523e+00,1.346892572776387187e+00,9.606594016383401824e-01
1.538000000000000000e+04,8.600000000000000000e+01,6.300000000000000000e+01,2.710000000000000000e+02,2.770000000000000000e+02,2.180600000000000000e+04,3.959000000000000000e+04,2.188883473710242527e+02,1.031719900584686513e+02,8.819487650091589748e-01
2.000000000000000000e+00,9.200000000000000000e+01,1.120000000000000000e+02,9.400000000000000000e+01,1.130000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.300000000000000000e+01,1.140000000000000000e+02,9.400000000000000000e+01,1.150000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,9.700000000000000000e+01,8.400000000000000000e+01,1.080000000000000000e+02,9.600000000000000000e+01,9.100000000000000000e+01,1.320000000000000000e+02,1.267424419438389016e+01,9.512507264446941946e+00,6.608268108464142587e-01
1.000000000000000000e+02,9.800000000000000000e+01,1.750000000000000000e+02,1.140000000000000000e+02,1.900000000000000000e+02,1.670000000000000000e+02,2.400000000000000000e+02,1.806070224448866668e+01,1.207628396634999923e+01,7.435775126527762735e-01
8.000000000000000000e+00,1.170000000000000000e+02,1.960000000000000000e+02,1.210000000000000000e+02,1.990000000000000000e+02,9.000000000000000000e+00,1.200000000000000000e+01,4.000000000000000000e+00,2.958039891549808065e+00,6.731456008918129674e-01
2.400000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+02,1.290000000000000000e+02,2.060000000000000000e+02,3.900000000000000000e+01,5.400000000000000000e+01,8.480197935197917758e+00,6.205071284564878553e+00,6.816128291830119146e-01
1.400000000000000000e+01,1.320000000000000000e+02,2.110000000000000000e+02,1.380000000000000000e+02,2.160000000000000000e+02,2.100000000000000000e+01,3.000000000000000000e+01,7.230329185896848365e+00,3.632041797483926082e+00,8.646735383181990420e-01
7.000000000000000000e+00,1.350000000000000000e+02,1.830000000000000000e+02,1.390000000000000000e+02,1.870000000000000000e+02,1.000000000000000000e+01,1.600000000000000000e+01,3.999999999999999556e+00,3.568570284799084114e+00,4.517539514526257571e-01
2.000000000000000000e+00,1.370000000000000000e+02,1.870000000000000000e+02,1.390000000000000000e+02,1.890000000000000000e+02,2.000000000000000000e+00,4.000000000000000000e+00,2.828427124746190291e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.380000000000000000e+02,1.830000000000000000e+02,1.390000000000000000e+02,1.840000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.400000000000000000e+02,1.180000000000000000e+02,1.410000000000000000e+02,1.190000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.460000000000000000e+02,5.100000000000000000e+01,1.480000000000000000e+02,5.300000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.480000000000000000e+02,9.800000000000000000e+01,1.490000000000000000e+02,9.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.560000000000000000e+02,2.130000000000000000e+02,1.570000000000000000e+02,2.140000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,1.570000000000000000e+02,2.170000000000000000e+02,1.660000000000000000e+02,2.290000000000000000e+02,7.100000000000000000e+01,1.080000000000000000e+02,1.173591150281070306e+01,7.354384767096687092e+00,7.792956307371438074e-01
4.000000000000000000e+00,1.720000000000000000e+02,6.700000000000000000e+01,1.740000000000000000e+02,6.900000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.750000000000000000e+02,6.700000000000000000e+01,1.760000000000000000e+02,6.900000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.820000000000000000e+02,6.300000000000000000e+01,1.850000000000000000e+02,6.500000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,3.236067977499789805e+00,1.236067977499789805e+00,9.241763718304447650e-01
1.000000000000000000e+00,1.830000000000000000e+02,6.100000000000000000e+01,1.840000000000000000e+02,6.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.900000000000000000e+02,6.600000000000000000e+01,1.980000000000000000e+02,7.100000000000000000e+01,2.900000000000000000e+01,4.000000000000000000e+01,8.743117189439326253e+00,3.714314062992654097e+00,9.052744575647631020e-01
